"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"137",333,1931,4464835,"Herb Cover = 33%",125,191,178,0.490196078,0.749019608,0.698039216,429,0.1
"138",334,7034,25757946,"Herb Cover = 34%",121,190,176,0.474509804,0.745098039,0.690196078,1564,0.3
"139",335,9754,50643114,"Herb Cover = 35%",118,188,174,0.462745098,0.737254902,0.682352941,2169,0.4
"140",336,9801,30326719,"Herb Cover = 36%",115,186,172,0.450980392,0.729411765,0.674509804,2180,0.4
"141",337,10815,35862323,"Herb Cover = 37%",111,184,170,0.435294118,0.721568627,0.666666667,2405,0.4
"142",338,11846,42373587,"Herb Cover = 38%",108,183,168,0.423529412,0.717647059,0.658823529,2634,0.5
"143",339,2685,9094270,"Herb Cover = 39%",104,181,166,0.407843137,0.709803922,0.650980392,597,0.1
"144",340,12680,43249375,"Herb Cover = 40%",101,179,164,0.396078431,0.701960784,0.643137255,2820,0.5
"145",341,13754,37605691,"Herb Cover = 41%",97,178,162,0.380392157,0.698039216,0.635294118,3059,0.6
"146",342,14909,44578721,"Herb Cover = 42%",94,176,160,0.368627451,0.690196078,0.62745098,3316,0.6
"147",343,16156,46955429,"Herb Cover = 43%",91,174,158,0.356862745,0.682352941,0.619607843,3593,0.7
"148",344,16676,50023473,"Herb Cover = 44%",87,173,156,0.341176471,0.678431373,0.611764706,3709,0.7
"149",345,4462,22290833,"Herb Cover = 45%",84,171,154,0.329411765,0.670588235,0.603921569,992,0.2
"150",346,16693,54216771,"Herb Cover = 46%",80,169,152,0.31372549,0.662745098,0.596078431,3712,0.7
"151",347,15997,53469325,"Herb Cover = 47%",77,168,150,0.301960784,0.658823529,0.588235294,3558,0.7
"152",348,16276,55173133,"Herb Cover = 48%",73,166,148,0.28627451,0.650980392,0.580392157,3620,0.7
"153",349,16473,56267676,"Herb Cover = 49%",70,164,146,0.274509804,0.643137255,0.57254902,3664,0.7
"154",350,16532,54396823,"Herb Cover = 50%",66,163,144,0.258823529,0.639215686,0.564705882,3677,0.7
"155",351,2044,18608296,"Herb Cover = 51%",63,161,142,0.247058824,0.631372549,0.556862745,455,0.1
"156",352,17148,57078608,"Herb Cover = 52%",60,159,140,0.235294118,0.623529412,0.549019608,3814,0.7
"157",353,17641,53227170,"Herb Cover = 53%",56,158,138,0.219607843,0.619607843,0.541176471,3923,0.7
"158",354,18060,52182257,"Herb Cover = 54%",53,156,136,0.207843137,0.611764706,0.533333333,4016,0.7
"159",355,254457,389424507,"Herb Cover = 55%",49,154,134,0.192156863,0.603921569,0.525490196,56590,10.6
"160",356,20454,49731921,"Herb Cover = 56%",46,152,132,0.180392157,0.596078431,0.517647059,4549,0.8
"161",357,2678,19484636,"Herb Cover = 57%",42,151,130,0.164705882,0.592156863,0.509803922,596,0.1
"162",358,23143,47124967,"Herb Cover = 58%",39,149,128,0.152941176,0.584313725,0.501960784,5147,1
"163",359,26751,43364996,"Herb Cover = 59%",36,147,126,0.141176471,0.576470588,0.494117647,5949,1.1
"164",360,30309,42643331,"Herb Cover = 60%",32,146,124,0.125490196,0.57254902,0.48627451,6741,1.3
"165",361,30446,39712972,"Herb Cover = 61%",29,144,122,0.11372549,0.564705882,0.478431373,6771,1.3
"166",362,38079,37216255,"Herb Cover = 62%",25,142,120,0.098039216,0.556862745,0.470588235,8469,1.6
"167",363,3231,14131015,"Herb Cover = 63%",22,141,118,0.08627451,0.552941176,0.462745098,719,0.1
"168",364,40786,43633391,"Herb Cover = 64%",18,139,116,0.070588235,0.545098039,0.454901961,9071,1.7
"169",365,46918,41519172,"Herb Cover = 65%",15,137,114,0.058823529,0.537254902,0.447058824,10434,1.9
"170",366,46091,28705674,"Herb Cover = 66%",11,136,112,0.043137255,0.533333333,0.439215686,10250,1.9
"171",367,49540,20716645,"Herb Cover = 67%",8,134,110,0.031372549,0.525490196,0.431372549,11017,2.1
